Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Quicksti_Sameday_PartialRefund_Admin,Chrome 89.0.4389.90,,,2021-03-22 13:16:36,2021-03-22 13:36:40,20m - 4.088s,FAILED
,,,,,,,
Test Cases/SameDay_Refunds_Admin/TC_002_VISA_Sameday_PartialRefund,Chrome 89.0.4389.90,,,2021-03-22 13:16:39,2021-03-22 13:36:40,20m - 1.139s,FAILED
Start listener action : beforeTestCase,Chrome 89.0.4389.90,,,2021-03-22 13:16:39,2021-03-22 13:16:39,0.015s,PASSED
"data = findTestData(""Data Files/Certpay/SingleBureau_SingleLine"")",Chrome 89.0.4389.90,,,2021-03-22 13:16:40,2021-03-22 13:16:42,1.672s,PASSED
paymentIdList = [],Chrome 89.0.4389.90,,,2021-03-22 13:16:42,2021-03-22 13:16:42,0.001s,PASSED
for (def index : (1..data.getRowNumbers())),Chrome 89.0.4389.90,,,2021-03-22 13:16:42,2021-03-22 13:36:39,19m - 56.983s,FAILED
Start listener action : afterTestCase,Chrome 89.0.4389.90,,,2021-03-22 13:36:39,2021-03-22 13:36:40,0.983s,PASSED
