Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Quicksti,Chrome 89.0.4389.90,,,2021-03-18 16:39:41,2021-03-18 17:31:48,52m - 6.780s,PASSED
,,,,,,,
Test Cases/Certpay_Quicksti/TC_001_SingleBureauSite_SingleLinePayment,Chrome 89.0.4389.90,,,2021-03-18 16:39:42,2021-03-18 16:47:27,7m - 44.556s,PASSED
Start listener action : beforeTestCase,Chrome 89.0.4389.90,,,2021-03-18 16:39:42,2021-03-18 16:39:42,0.001s,PASSED
"data = findTestData(""Data Files/Certpay/SingleBureau_SingleLine"")",Chrome 89.0.4389.90,,,2021-03-18 16:39:43,2021-03-18 16:39:44,0.533s,PASSED
paymentIdList = [],Chrome 89.0.4389.90,,,2021-03-18 16:39:44,2021-03-18 16:39:44,0.000s,PASSED
for (def index : (1..data.getRowNumbers())),Chrome 89.0.4389.90,,,2021-03-18 16:39:44,2021-03-18 16:47:26,7m - 42.250s,PASSED
return paymentIdList,Chrome 89.0.4389.90,,,2021-03-18 16:47:26,2021-03-18 16:47:26,0.000s,PASSED
Start listener action : afterTestCase,Chrome 89.0.4389.90,,,2021-03-18 16:47:26,2021-03-18 16:47:27,0.742s,PASSED
,,,,,,,
Test Cases/Certpay_Quicksti/TC_002_MultiBureauSite_SingleBureau_MultiLinePayment,Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:56:12,8m - 45.272s,PASSED
Start listener action : beforeTestCase,Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:47:27,0.000s,PASSED
"data = findTestData(""Certpay/SingleBureau_MultiLine"")",Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:47:27,0.041s,PASSED
amountList = [],Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:47:27,0.000s,PASSED
referenceList = [],Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:47:27,0.000s,PASSED
paymentTypeList = [],Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:47:27,0.000s,PASSED
quantityList = [],Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:47:27,0.000s,PASSED
commentsList = [],Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:47:27,0.000s,PASSED
paymentIdList = [],Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:47:27,0.000s,PASSED
list = new java.util.ArrayList(),Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:47:27,0.001s,PASSED
for (def index : (1..data.getRowNumbers())),Chrome 89.0.4389.90,,,2021-03-18 16:47:27,2021-03-18 16:56:11,8m - 43.960s,PASSED
return paymentIdList,Chrome 89.0.4389.90,,,2021-03-18 16:56:11,2021-03-18 16:56:11,0.000s,PASSED
Start listener action : afterTestCase,Chrome 89.0.4389.90,,,2021-03-18 16:56:11,2021-03-18 16:56:12,0.784s,PASSED
,,,,,,,
Test Cases/Certpay_Quicksti/TC_003_MultiBureauSite_SingleBureau_SingleLinePayment,Chrome 89.0.4389.90,,,2021-03-18 16:56:13,2021-03-18 17:04:12,7m - 58.862s,PASSED
Start listener action : beforeTestCase,Chrome 89.0.4389.90,,,2021-03-18 16:56:13,2021-03-18 16:56:13,0.000s,PASSED
"data = findTestData(""Data Files/Certpay/SingleBureau_SingleLine"")",Chrome 89.0.4389.90,,,2021-03-18 16:56:13,2021-03-18 16:56:14,0.941s,PASSED
paymentIdList = [],Chrome 89.0.4389.90,,,2021-03-18 16:56:14,2021-03-18 16:56:14,0.000s,PASSED
for (def index : (1..data.getRowNumbers())),Chrome 89.0.4389.90,,,2021-03-18 16:56:14,2021-03-18 17:04:10,7m - 56.179s,PASSED
return paymentIdList,Chrome 89.0.4389.90,,,2021-03-18 17:04:10,2021-03-18 17:04:10,0.000s,PASSED
Start listener action : afterTestCase,Chrome 89.0.4389.90,,,2021-03-18 17:04:10,2021-03-18 17:04:12,1.257s,PASSED
,,,,,,,
Test Cases/Certpay_Quicksti/TC_005_MultiBureauSite_MultiBureaus_MultiLinePayments,Chrome 89.0.4389.90,,,2021-03-18 17:04:13,2021-03-18 17:20:44,16m - 31.692s,PASSED
