Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Start listener action : beforeTestCase,Chrome 89.0.4389.90,,,2021-03-18 17:04:13,2021-03-18 17:04:13,0.001s,PASSED
"data = findTestData(""Certpay/MultiBureau_MultiLine"")",Chrome 89.0.4389.90,,,2021-03-18 17:04:13,2021-03-18 17:04:14,0.130s,PASSED
amountList = [],Chrome 89.0.4389.90,,,2021-03-18 17:04:14,2021-03-18 17:04:14,0.000s,PASSED
referenceList = [],Chrome 89.0.4389.90,,,2021-03-18 17:04:14,2021-03-18 17:04:14,0.001s,PASSED
paymentTypeList = [],Chrome 89.0.4389.90,,,2021-03-18 17:04:14,2021-03-18 17:04:14,0.000s,PASSED
quantityList = [],Chrome 89.0.4389.90,,,2021-03-18 17:04:14,2021-03-18 17:04:14,0.001s,PASSED
commentsList = [],Chrome 89.0.4389.90,,,2021-03-18 17:04:14,2021-03-18 17:04:14,0.000s,PASSED
paymentIdList = [],Chrome 89.0.4389.90,,,2021-03-18 17:04:14,2021-03-18 17:04:14,0.001s,PASSED
list = new java.util.ArrayList(),Chrome 89.0.4389.90,,,2021-03-18 17:04:14,2021-03-18 17:04:14,0.001s,PASSED
for (def index : (1..data.getRowNumbers())),Chrome 89.0.4389.90,,,2021-03-18 17:04:14,2021-03-18 17:20:43,16m - 29.656s,PASSED
return paymentIdList,Chrome 89.0.4389.90,,,2021-03-18 17:20:43,2021-03-18 17:20:43,0.000s,PASSED
Start listener action : afterTestCase,Chrome 89.0.4389.90,,,2021-03-18 17:20:43,2021-03-18 17:20:44,1.046s,PASSED
,,,,,,,
Test Cases/Certpay_Quicksti/TC_004_MultiBureauSite_MultiBureaus_SingleLinePayment,Chrome 89.0.4389.90,,,2021-03-18 17:20:44,2021-03-18 17:31:48,11m - 3.691s,PASSED
Start listener action : beforeTestCase,Chrome 89.0.4389.90,,,2021-03-18 17:20:44,2021-03-18 17:20:44,0.000s,PASSED
"data = findTestData(""Data Files/Certpay/MultiBureau_SingleLine"")",Chrome 89.0.4389.90,,,2021-03-18 17:20:45,2021-03-18 17:20:45,0.074s,PASSED
for (def index : (1..data.getRowNumbers())),Chrome 89.0.4389.90,,,2021-03-18 17:20:45,2021-03-18 17:31:47,11m - 1.425s,PASSED
Start listener action : afterTestCase,Chrome 89.0.4389.90,,,2021-03-18 17:31:47,2021-03-18 17:31:48,1.304s,PASSED
