Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Consumer_Payment_Making_Visa,Chrome 86.0.4240.198,,,2020-11-20 13:49:01,2020-11-20 13:51:29,2m - 28.380s,ERROR
,,,,,,,
Test Cases/Consumer_Make_Payment_New/TC_001_Credit_SingleLine_Payment,Chrome 86.0.4240.198,,,2020-11-20 13:49:01,2020-11-20 13:51:29,2m - 27.920s,ERROR
Start listener action : beforeTestCase,Chrome 86.0.4240.198,,,2020-11-20 13:49:02,2020-11-20 13:49:02,0.002s,PASSED
"data = findTestData(""Data Files/Certpay/SingleBureau_SingleLine_Visa"")",Chrome 86.0.4240.198,,,2020-11-20 13:49:02,2020-11-20 13:49:04,1.567s,PASSED
paymentIdList = [],Chrome 86.0.4240.198,,,2020-11-20 13:49:04,2020-11-20 13:49:04,0.001s,PASSED
for (def index : (1..data.getRowNumbers())),Chrome 86.0.4240.198,,,2020-11-20 13:49:04,2020-11-20 13:51:28,2m - 24.734s,ERROR
Start listener action : afterTestCase,Chrome 86.0.4240.198,,,2020-11-20 13:51:28,2020-11-20 13:51:29,0.786s,PASSED
